,number,pokemon_name,pic_url,main_type,secondary_type,region,category,pokemon_family,attack,defense,stamina,flee_rate,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks,CP_Min,CP_Max,HP_Min,HP_Max,Porcentagem_masculino,Porcentagem_feminino,Tx_captura,Fire_weakness,Flying_weakness,Ice_weakness,Psychic_weakness,Ground_weakness,Rock_weakness,Water_weakness,Electric_weakness,Grass_weakness,Fighting_weakness,Poison_weakness,Steel_weakness,Bug_weakness,Fairy_weakness,Dark_weakness,Ghost_weakness,Dragon_weakness,0_weakness,Electric_resistance,Fairy_resistance,Fighting_resistance,Water_resistance,Grass_resistance,Bug_resistance,Fire_resistance,Ice_resistance,Steel_resistance,Ground_resistance,Poison_resistance,Ghost_resistance,Flying_resistance,Rock_resistance,Dark_resistance,Dragon_resistance,Psychic_resistance,Normal_resistance,0_resistance
676,677,Espurr,https://static.wikia.nocookie.net/pokemongo/images/9/99/Espurr.png,Psychic,0,Kalos,Restraint,Espurr family,120,114,158,10%,No ,Yes (10-km Eggs),Formerly  (1st tier level),Formerly ,Yes,No,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,"['Confusion', 'Scratch', 'Energy Ball', 'Psychic', 'Psyshock']",1259,1259,14,136,50.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
677,678,Meowstic,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Meowstic.png,Psychic,0,Kalos,Constraint,Espurr family,166,167,179,7%,No ,No,No  ,No,Yes,No,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.","['Confusion', 'Sucker Punch', 'Charm', 'Energy Ball', 'Psychic', 'Thunderbolt', 'Shadow Ball']",2124,2124,16,153,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
678,679,Honedge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,Steel,Ghost,Kalos,Sword,Honedge family,135,139,128,10%,TBD,No,No  ,No,No,No,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,"['Fury Cutter', 'Tackle', 'Gyro Ball', 'Iron Head']",1390,1390,12,113,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,39.0,0.0,62.5,62.5,0.0,24.0,0.0,62.5,62.5,0.0,62.5,62.5,24.0,0.0
679,680,Doublade,https://static.wikia.nocookie.net/pokemongo/images/6/66/Doublade.png,Steel,Ghost,Kalos,Sword,Honedge family,188,206,153,10%,TBD,No,No  ,No,No,No,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.","['Fury Cutter', 'Psycho Cut', 'Gyro Ball', 'Iron Head']",2443,2443,14,132,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,39.0,0.0,62.5,62.5,0.0,24.0,0.0,62.5,62.5,0.0,62.5,62.5,24.0,0.0
680,681,Aegislash,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,Steel,Ghost,Kalos,Royal,Honedge family,97,291,155,10%,TBD,No,No  ,No,No,No,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.","['Fury Cutter', 'Psycho Cut', 'Flash Cannon', 'Gyro Ball', 'Shadow Ball']",1595,1595,14,134,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,39.0,0.0,62.5,62.5,0.0,24.0,0.0,62.5,62.5,0.0,62.5,62.5,24.0,0.0
681,682,Spritzee,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Spritzee.png,Fairy,0,Kalos,Perfume,Spritzee family,110,113,186,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"['Charge Beam', 'Charm', 'Draining Kiss', 'Thunderbolt']",1252,1252,17,158,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
682,683,Aromatisse,https://static.wikia.nocookie.net/pokemongo/images/4/40/Aromatisse.png,Fairy,0,Kalos,Fragrance,Spritzee family,173,150,226,10%,No ,No,No  ,No,No,No,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","['Charge Beam', 'Charm', 'Draining Kiss', 'Moonblast', 'Psychic', 'Thunderbolt']",2341,2341,21,190,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
683,684,Swirlix,https://static.wikia.nocookie.net/pokemongo/images/1/1c/Swirlix.png,Fairy,0,Kalos,Cotton,Swirlix family,109,119,158,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","['Tackle', 'Draining Kiss', 'Energy Ball']",1179,1179,14,136,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
684,685,Slurpuff,https://static.wikia.nocookie.net/pokemongo/images/a/a2/Slurpuff.png,Fairy,0,Kalos,Meringue,Swirlix family,168,163,193,10%,No ,No,No  ,No,No,No,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"['Charm', 'Tackle', 'Draining Kiss', 'Energy Ball', 'Flamethrower', 'Play Rough']",2199,2199,18,164,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
685,686,Inkay,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Inkay.png,Dark,Psychic,Kalos,Revolving,Inkay family,98,95,142,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"['Peck', 'Tackle', 'Night Slash', 'Psybeam']",927,927,13,124,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
686,687,Malamar,https://static.wikia.nocookie.net/pokemongo/images/2/28/Malamar.png,Dark,Psychic,Kalos,Overturning,Inkay family,177,165,200,10%,No ,No,No  ,No,No,No,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","['Peck', 'Psycho Cut', 'Foul Play', 'Hyper Beam', 'Psybeam', 'Superpower']",2359,2359,18,169,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
687,688,Binacle,https://static.wikia.nocookie.net/pokemongo/images/e/e9/Binacle.png,Rock,Water,Kalos,Two-Handed,Binacle family,96,120,123,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","['Mud-Slap', 'Scratch', 'Ancient Power', 'Cross Chop', 'Dig']",946,946,11,109,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,-256.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
688,689,Barbaracle,https://static.wikia.nocookie.net/pokemongo/images/b/b4/Barbaracle.png,Rock,Water,Kalos,Collective,Binacle family,194,205,176,10%,No ,No,No  ,No,Yes,No,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","['Fury Cutter', 'Mud-Slap', 'Water Gun', 'Cross Chop', 'Grass Knot', 'Skull Bash', 'Stone Edge']",2675,2675,16,150,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,-256.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
689,690,Skrelp,https://static.wikia.nocookie.net/pokemongo/images/1/1f/Skrelp.png,Poison,Water,Kalos,Mock,Skrelp family,109,109,137,10%,Yes ,Yes (12-km Eggs),Formerly  (1st tier level),Formerly ,No,No,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.","['Acid', 'Water Gun', 'Aqua Tail', 'Sludge Bomb', 'Twister', 'Water Pulse']",1063,1063,12,120,50.0,50.0,20.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,0.0,62.5,62.5,62.5,62.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,691,Dragalge,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Dragalge.png,Poison,Dragon,Kalos,Mock,Skrelp family,177,207,163,10%,No ,No,No  ,No,No,No,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","['Acid', 'Dragon Tail', 'Water Gun', 'Aqua Tail', 'Gunk Shot', 'Hydro Pump', 'Outrage']",2383,2383,15,140,50.0,50.0,20.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,62.5,0.0,62.5,62.5,39.0,62.5,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,692,Clauncher,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Clauncher.png,Water,0,Kalos,Water,Clauncher family,108,117,137,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,"['Smack Down', 'Water Gun', 'Aqua Jet', 'Crabhammer', 'Water Pulse']",1088,1088,12,120,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,693,Clawitzer,https://static.wikia.nocookie.net/pokemongo/images/2/25/Clawitzer.png,Water,0,Kalos,Howitzer,Clauncher family,221,171,174,10%,No ,No,No  ,No,No,No,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,"['Smack Down', 'Water Gun', 'Crabhammer', 'Dark Pulse', 'Ice Beam', 'Water Pulse']",2763,2763,16,149,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,694,Helioptile,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Helioptile.png,Electric,Normal,Kalos,Generator,Helioptile family,115,78,127,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.","['Quick Attack', 'Thunder Shock', 'Bulldoze', 'Discharge', 'Parabolic Charge']",933,933,11,112,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
694,695,Heliolisk,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Heliolisk.png,Electric,Normal,Kalos,Generator,Helioptile family,219,168,158,10%,No ,No,No  ,No,No,No,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,"['Mud-Slap', 'Quick Attack', 'Volt Switch', 'Bulldoze', 'Grass Knot', 'Parabolic Charge', 'Thunderbolt']",2600,2600,14,136,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
695,696,Tyrunt,https://static.wikia.nocookie.net/pokemongo/images/8/81/Tyrunt.png,Rock,Dragon,Kalos,Royal,Tyrunt family,158,123,151,10%,TBD,No,No  ,No,No,No,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild.","['Dragon Tail', 'Tackle', 'Ancient Power', 'Dragon Claw', 'Stomp']",1635,1635,14,131,87.5,12.5,20.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
696,697,Tyrantrum,https://static.wikia.nocookie.net/pokemongo/images/2/28/Tyrantrum.png,Rock,Dragon,Kalos,Despot,Tyrunt family,227,191,193,10%,TBD,No,No  ,No,No,No,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.","['Charm', 'Dragon Tail', 'Rock Throw', 'Crunch', 'Earthquake', 'Outrage', 'Stone Edge']",3128,3128,18,164,87.5,12.5,20.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
697,698,Amaura,https://static.wikia.nocookie.net/pokemongo/images/6/66/Amaura.png,Rock,Ice,Kalos,Tundra,Amaura family,124,109,184,10%,TBD,No,No  ,No,No,No,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,"['Frost Breath', 'Powder Snow', 'Ancient Power', 'Aurora Beam', 'Thunderbolt', 'Weather Ball']",1363,1363,17,157,87.5,12.5,20.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,-160.0,-256.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
698,699,Aurorus,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Aurorus.png,Rock,Ice,Kalos,Tundra,Amaura family,186,163,265,10%,TBD,No,No  ,No,No,No,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.","['Frost Breath', 'Powder Snow', 'Rock Throw', 'Ancient Power', 'Blizzard', 'Hyper Beam', 'Thunderbolt', 'Weather Ball']",2802,2802,24,221,87.5,12.5,20.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,-160.0,-256.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
699,700,Sylveon,https://static.wikia.nocookie.net/pokemongo/images/6/63/Sylveon.png,Fairy,0,Kalos,Intertwining,Eevee family,203,205,216,6%,No ,No,No  ,No,Yes,No,It sends a soothing aura from its ribbonlike feelers to calm fights.,"['Charm', 'Quick Attack', 'Dazzling Gleam', 'Draining Kiss', 'Moonblast', 'Last Resort', 'Psyshock']",3069,3069,20,182,87.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
700,701,Hawlucha,https://static.wikia.nocookie.net/pokemongo/images/8/82/Hawlucha.png,Fighting,Flying,Kalos,Wrestling,Hawlucha family,195,153,186,10%,TBD,No,No  ,No,No,No,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.","['Low Kick', 'Poison Jab', 'Wing Attack', 'Flying Press', 'Power-Up Punch', 'Sky Attack', 'X-Scissor']",2410,2410,17,158,50.0,50.0,20.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0
701,702,Dedenne,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Dedenne.png,Electric,Fairy,Kalos,Antenna,Dedenne family,164,134,167,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.","['Tackle', 'Thunder Shock', 'Discharge', 'Play Rough']",1841,1841,15,143,50.0,50.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,39.0,0.0,0.0,0.0
702,703,Carbink,https://static.wikia.nocookie.net/pokemongo/images/1/1d/Carbink.png,Rock,Fairy,Kalos,Jewel,Carbink family,95,285,137,10%,TBD,No,No  ,No,No,No,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.","['Rock Throw', 'Tackle', 'Moonblast', 'Power Gem', 'Rock Slide']",1467,1467,12,120,0.0,0.0,20.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,39.0,0.0,62.5,0.0
703,704,Goomy,https://static.wikia.nocookie.net/pokemongo/images/0/05/Goomy.png,Dragon,0,Kalos,Soft,Goomy family,101,112,128,9%,Yes ,Yes (10-km Eggs),No  ,No,No,No,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn't dry out.","['Tackle', 'Water Gun', 'Dragon Pulse', 'Muddy Water', 'Sludge Wave']",976,976,12,113,50.0,50.0,40.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,705,Sliggoo,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Sliggoo.png,Dragon,0,Kalos,Soft,Goomy family,159,176,169,7%,No ,No,No  ,No,No,No,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can't see anything.","['Tackle', 'Water Gun', 'Dragon Pulse', 'Muddy Water', 'Sludge Wave', 'Water Pulse']",2037,2037,15,145,50.0,50.0,10.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,706,Goodra,https://static.wikia.nocookie.net/pokemongo/images/b/bb/Goodra.png,Dragon,0,Kalos,Dragon,Goomy family,220,242,207,5%,No ,No,No  ,No,No,No,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.","['Dragon Breath', 'Water Gun', 'Draco Meteor', 'Muddy Water', 'Power Whip', 'Sludge Wave']",3505,3505,19,175,50.0,50.0,5.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,707,Klefki,https://static.wikia.nocookie.net/pokemongo/images/0/05/Klefki.png,Steel,Fairy,Kalos,Key,Klefki family,160,179,149,10%,Yes ,No,No  ,No,No,No,These key collectors threaten any attackers by fiercely jingling their keys at them.,"['Astonish', 'Tackle', 'Draining Kiss', 'Flash Cannon', 'Foul Play', 'Play Rough']",1949,1949,14,129,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,39.0,0.0,62.5,0.0,0.0,62.5,0.0,62.5,62.5,62.5,24.0,62.5,62.5,0.0
707,708,Phantump,https://static.wikia.nocookie.net/pokemongo/images/1/18/Phantump.png,Ghost,Grass,Kalos,Stump,Phantump family,125,103,125,10%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,"['Astonish', 'Tackle', 'Foul Play', 'Seed Bomb', 'Shadow Ball']",1123,1123,11,110,50.0,50.0,30.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,62.5,0.0,39.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
708,709,Trevenant,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Trevenant.png,Ghost,Grass,Kalos,Elder,Phantump family,201,154,198,5%,No ,No,No  ,No,No,No,"It can control trees at will. It will trap people who harm the forest, so they can never leave.","['Shadow Claw', 'Sucker Punch', 'Foul Play', 'Seed Bomb', 'Shadow Ball']",2559,2559,18,168,50.0,50.0,15.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,62.5,0.0,39.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
709,710,Pumpkaboo,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Pumpkaboo.png,Ghost,Grass,Kalos,Pumpkin,Pumpkaboo family,121,123,135,10%,Yes ,No,Formerly  (1st tier level),No,No,No,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.","['Astonish', 'Razor Leaf', 'Foul Play', 'Grass Knot', 'Shadow Sneak']",1222,1222,12,118,50.0,50.0,20.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,62.5,0.0,39.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
710,711,Gourgeist,https://static.wikia.nocookie.net/pokemongo/images/e/e4/Gourgeist.png,Ghost,Grass,Kalos,Pumpkin,Pumpkaboo family,175,213,163,10%,No ,No,No  ,No,No,No,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.","['Hex', 'Razor Leaf', 'Fire Blast', 'Foul Play', 'Seed Bomb', 'Shadow Ball']",2390,2390,15,140,50.0,50.0,20.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,62.5,0.0,39.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
711,712,Bergmite,https://static.wikia.nocookie.net/pokemongo/images/e/e7/Bergmite.png,Ice,0,Kalos,Ice,Bergmite family,117,120,146,10%,Yes ,No,No  ,No,No,No,It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,"['Bite', 'Tackle', 'Crunch', 'Icy Wind', 'Mirror Coat']",1215,1215,13,127,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,713,Avalugg,https://static.wikia.nocookie.net/pokemongo/images/9/93/Avalugg.png,Ice,0,Kalos,Iceberg,Bergmite family,196,240,216,10%,No ,No,No  ,No,No,No,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,"['Bite', 'Ice Fang', 'Avalanche', 'Body Slam', 'Crunch', 'Earthquake', 'Mirror Coat']",3198,3198,20,182,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
